uid,type,SBU（部门）,PRD号码,产品名称,巴斯夫产品名称,产品别名,默认商店,线上购买链接,品牌,产品描述,产品分类,化学成分,外观,行业,特性和优点,应用行业,注册国家,"固含量
（%）",稀释剂[浓度],含水量,官能度，计算值,"分子量 
(Mw)","粘度, 25?C
(mPa.s)","粘度, 23?C
(Pa.s)",%NCO,K值,氯质量分数(%),酸值 （mg KOH/g）,"密度, 25?C (g/cm3)",玻璃化温度(?C),胺值 （mg KOH/g）,"pH 
(25oC)",最低成膜温度 (℃),冻融稳定性(-5 °C),羟值（mg KOH/g solids）,羟基含量（%基于固含）,软化点 (oC),VOC,粒径大小 nm,细度,色度 （Gardner),溶剂,包装,产地,样品包装,推荐配方
1,default,EDR,30108288,Laromer? PE 9004,Laromer? PE 9004,Laromer? PE 9004,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,44,一款液态的聚酯丙烯酸酯，可用于能量固化涂料，应用于木材、木制品、纸张和塑料底材,95,聚酯丙烯酸酯,透明低粘稠液体,"2,6",经济型树脂  |  硬度高且附着力好  |  均衡的性能,用以配制EB/UV固化涂料，应用于木材、木制品、纸张和塑料底材#室内的木器涂料（地板和家具）#室内塑料件涂料#室内通用工业金属涂料#,CN,,无,,2.5,,,20~ 50,,,,,,,,,,,60,,,,,,,,220kg,DE,"52921386,0,11",
1,default,EDR,30495622,Laromer? PE 9074,Laromer? PE 9074,Laromer? PE 9074,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,44,一款聚酯丙烯酸酯，可用于辐射固化的印刷油墨和涂料，应用于木材、木制品和塑料底材,95,聚酯丙烯酸酯，不含活性稀释剂,粘稠液体,"2,6",不含反应性稀释剂  |  高韧性  |  良好的耐化学品性,可用于辐射固化的印刷油墨和涂料，应用于木材、木制品和塑料底材#适用于胶印和辊涂等施工应用#可作为单一树脂或与其他可辐射固化树脂混拼使用，用以配制EB/UV固化涂料,CN,,无,,2.3,,,7~ 13,,,,,,,,,,,50,,,,,,,,220kg,DE,"50119218,0,11",
1,default,EDR,30041372,Laromer? PO 43 F,Laromer? PO 43 F,Laromer? PO 43 F,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,44,一款改性聚醚丙烯酸酯，可用于辐射固化的印刷油墨和涂料，应用于木材、金属和塑料底材,95,改性聚醚丙烯酸酯,中低粘度液体,"2,6",良好的耐化学品性  |  性能全面的树脂  |  中等反应活性和弹性,可作为单一树脂用于配制UV固化涂料，适合不同的应用#可用于辐射固化的印刷油墨和涂料，应用于木材、金属和塑料底材,CN,,无,,2.2,,,0.2~ 0.4,,,,,,,,,,,100,,,,,,,,220kg,DE,"50083491,0,11",
1,default,EDR,30666661,Laromer? UA 8987 N,Laromer? UA 8987 N,Laromer? UA 8987 N,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,44,一款用于辐射固化涂料的脂肪族聚氨酯丙烯酸酯,90,脂肪族聚氨酯丙烯酸酯，70 %树脂溶解于HDDA,透明中等粘度液体,6,耐候性好  |  耐化学品性好  |  耐刮擦性好,抗划伤性和耐候性好，低黄变，适用于户外应用,CN,,HDDA [30%],,2.4,,,4~ 6,,,,,,,,,,,11,,,,,,,,200kg  |  1000kg  |  ,DE,"50510857,0,11",
1,default,EDR,30220564,Laromer? UA 9029,Laromer? UA 9029,Laromer? UA 9029,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,44,一款用于辐射固化涂料的脂肪族聚氨酯丙烯酸酯,90,脂肪族聚氨酯丙烯酸酯，70 %固含溶解于乙酸丁酯,透明低粘度液体,2,耐候性好  |  耐化学品性好  |  耐刮擦性好,优异的耐候性，抗刮伤性和耐化学性，尤其适合户外应用,CN,,乙酸丁酯[30%],,2,,,0.3~ 1.0,,,,,,,,,,,11,,,,,,,,200kg,DE,"56322450,0,11",
1,default,EDR,30674275,Laromer? UA 9033 N,Laromer? UA 9033 N,Laromer? UA 9033 N,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,44,一款聚氨酯丙烯酸酯低聚物，可用于UV或电子束固化的涂料配方，应用于木器涂料、辊涂清漆以及印刷油墨,90,脂肪族聚氨酯丙烯酸酯，70 %的树脂溶解于Laromer? LR 8887,透明中等粘度液体,2,高弹性  |  低黄变  |  良好的附着力  |  中等的反应活性  |  ,主要用作UV涂料和UV油墨中的混拼树脂以提高弹性,CN,,Laromer? LR 8887 [30%],,2.8,,,15~ 25,,,,,,,,,,,6,,,,,,,,200kg,DE,"50535677,0,11",
1,default,EDR,30277030,Laromer? UA 9047,Laromer? UA 9047,Laromer? UA 9047,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,44,一款聚氨酯丙烯酸酯低聚物，可用于UV或电子束固化的涂料配方，应用于木器涂料、辊涂清漆以及印刷油墨,90,脂肪族聚氨酯丙烯酸酯，70 %树脂溶解于乙酸丁酯,透明中等粘度液体,2,耐刮擦性好  |  常温物理干燥  |  耐候性好  |  高官能度  |  ,木器涂料#辊涂清漆#印刷油墨，特别是丝印油墨,CN,,乙酸丁酯[30%],,3.5,,,2~ 7,,,,,,,,,,,30,,,,,,,,200kg,DE,"53037087,0,11",
1,default,EDR,30277029,Laromer? UA 9048,Laromer? UA 9048,Laromer? UA 9048,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,44,一款用25% DPGDA稀释的脂肪族聚氨酯丙烯酸酯，具有杰出的耐刮擦性、耐磨性和耐化学品性能，可用于辐射固化涂料，应用于木材、纸张和塑料等底材。,90,脂肪族聚氨酯丙烯酸酯，75 %树脂溶解于DPGDA）,透明高粘度液体,"2,6",不含溶剂  |  低粘度  |  同时具有异氰酸酯和脲基甲酸酯结构  |  高耐候性  |  ,主要用于木器和塑料涂料,CN,,DPGDA [25%],,7.5,,,10~ 20,,,,,,,,,,,10,,,,,,,,200kg,DE,"52899552,0,11",
1,default,EDR,30277028,Laromer? UA 9050,Laromer? UA 9050,Laromer? UA 9050,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,44,一款聚氨酯丙烯酸酯低聚物，可用于UV或电子束固化的涂料配方，应用于木器涂料、辊涂清漆以及印刷油墨,90,脂肪族聚氨酯丙烯酸酯，80 %树脂溶解于乙酸丁酯,透明中等粘度液体,2,耐刮擦性好  |  耐化学品性好  |  耐候性好,木器涂料#辊涂清漆#印刷油墨,CN,,乙酸丁酯[20%],,8.3,,,1.5~ 5.0,,,,,,,,,,,30,,,,,,,,,DE,"54482452,0,11",
1,default,EDR,30492024,Laromer? UA 9072,Laromer? UA 9072,Laromer? UA 9072,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,44,一款脂肪族聚氨酯丙烯酸酯，可用于配制UV或电子束固化的涂料。当需要极高的柔韧性时，这是最佳选择,90,脂肪族聚氨酯丙烯酸酯，70%树脂溶解于Laromer? TBCH,透明高粘度液体,2,高弹性  |  抗撕裂性  |  低黄变  |  良好的附着力  |  ,在UV涂料和UV油墨中用作混拼树脂可以增加弹性,CN,,TBCH [30%],,2.9,,,2~ 15 (60℃),,,,,,,,,,,6,,,,,,,,,DE,"50103580,0,11",
1,default,EDR,30460350,Laromer? UA 9065,Laromer? UA 9065,Laromer? UA 9065,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,44,一款芳香族的聚氨酯丙烯酸酯，具有非常好的耐磨性（落砂试验），可用于配制UV或电子束固化涂料，应用于木材、纸张和塑料等底材,90,芳香族聚氨酯丙烯酸酯，65%树脂溶解于DPGDA中,澄清至轻微浑浊的高粘度液体,"2,6",高反应活性  |  良好的柔韧性  |  杰出的耐磨性（落砂试验）,用于配制木材、塑料以及金属上的涂料,CN,,DPGDA [35%],,3.5,,,7~ 9,,,,,,,,,,,5,,,,,,,,200kg  |  1000kg  |  ,DE,"53513188,0,11",
1,default,EDR,30041379,Laromer? PO 94 F,Laromer? PO 94 F,Laromer? PO 94 F,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,44,一款胺改性的聚醚丙烯酸酯，可用于辐射固化的印刷油墨和涂料，应用于木材、木制品、纸张和塑料底材,89,胺改性的聚醚丙烯酸酯,透明中等粘度液体,"2,6",突出的反应活性  |  优异的成膜性能  |  耐溶剂性能高  |  符合欧盟定义的聚合物标准  |  ,通常用在印刷油墨，图像艺术的罩光清漆#带遮力或不带遮力的木器涂料#作为单一树脂，应用于喷涂和淋涂施工的木器涂料,CN,,无,,2.6,,,0.3~ 0.6,,,,,,,,,,,39,,,,,,,,200kg,DE,"50016533,0,11",
1,default,EDR,30082376,Laromer? PO 8996,Laromer? PO 8996,Laromer? PO 8996,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,44,一款胺改性的聚醚丙烯酸酯，可用于辐射固化的印刷油墨和涂料，应用于木材、木制品、纸张和塑料底材,89,胺改性聚醚丙烯酸酯,透明低粘度液体,"2,6",适中的固化速度  |  低粘度  |  在无释放的UV固化喷涂涂料中具有良好的稀释性能,通常用在印刷油墨，图像艺术的罩光清漆#带遮力或不带遮力的木器涂料#应用于喷涂和淋涂施工领域,CN,,无,,2.6,,,0.05~ 0.09,,,,,,,,,,,25,,,,,,,,200kg,DE,"51300487,0,11",
1,default,EDR,30131629,Laromer? PE 55 Aqua,Laromer? PE 55 Aqua,Laromer? PE 55 Aqua,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,44,一款乳化型丙烯酸酯，可用于辐射固化涂料，应用于木材、木制品和塑料底材,91,水性紫外固化的丙烯酸乳液,中等粘度的不透明液体,"2,6",漆膜柔软而且坚韧  |  在木制基材表面的粗糙度低  |  良好的耐化学品性  |  UV固化前会发粘  |  ,在UV光照前对发粘低要求的应用场合，可用于木器家具和塑料底材，用作有遮力或无遮力的底漆和面漆#适用于开发UV固化的水性底漆，能够在木质基材上达到最佳的附着力#可以应用在淋涂、喷涂和辊涂等高速涂布设备,CN,,水 [50%],,3.7,,,0.25~ 0.65,,,,,,,,4~ 6,,,,,,,,,,,200kg,DE,"57319512,0,11",
1,default,EDR,30057680,Laromer? UA 8983 Aqua,Laromer? UA 8983 Aqua,Laromer? UA 8983 Aqua,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,44,一款聚氨酯改性的丙烯酸树酯，可用于配制辐射固化涂料，应用于木材、木制品、纸张和塑料（如PVC）底材,91,水性聚氨酯丙烯酸酯乳液,透明低粘度液体,"2,6",反应活性高  |  优异的成膜性  |  符合欧盟定义的环保聚合物,应用于木材、木制品、纸张和塑料（如PVC）底材,CN,,水 [60%],,1.6,,,6~ 8,,,,,,,,6~ 8,,,,,,,,,,,200kg  |  220kg  |  ,DE,,
1,default,EDR,30423671,Laromer? UA 9059 Aqua,Laromer? UA 9059 Aqua,Laromer? UA 9059 Aqua,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,44,可用于配制辐射固化的涂料配方，适用于印刷油墨、木材、木制品、纸张和塑料等应用领域,91,肪族聚氨酯丙烯酸酯，70 %树脂溶于水中,中高粘度液体,"2,6",在木材上有极好的附着力  |  柔韧性非常好  |  硬币测试结果极佳,可用于配制辐射固化的涂料#能够在各种木制基材上用作水性底漆,CN,,水 [30%],,2,,,6.5~ 8,,,,,,,,6.5~ 8,,,,,,,,,,,220kg,DE,"57647505,0,11",
1,default,EDR,30527074,Laromer? PA 9083,Laromer? PA 9083,Laromer? PA 9083,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,44,一款丙烯酸酯化的磷酸酯。由于其高酸值和约12%的磷含量，使得它在UV固化涂料可充当优异的附着力促进剂和阻燃的混拼树脂,96,丙烯酸酯化的磷酸酯,低粘度液体,6,在金属和塑料上具有出色的附着力  |  具有阻燃作用且不含卤素  |  可用作混拼树脂,在辐射固化涂料中可用作混拼树脂，以改善在金属和各种塑料基材上的附着力可以作为无卤阻燃剂被添加使用,CN,,无,,1,,,1.2~ 3.5,,,,,,,,,,,,,,,,,,,25kg  |  30kg  |  ,DE,"50196035,0,11",
1,default,EDR,30156421,Laromer? PR 9013,Laromer? PR 9013,Laromer? PR 9013,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,44,一款具有优异颜料润湿性的UV树脂，可用于辐射固化的印刷油墨和涂料，应用于木材、木制品、纸张和塑料底材,96,溶解在乙氧基化TMPTA的惰性树脂溶液,透明高粘度液体,"2,6",优异的颜料润湿性能  |  低收缩，高柔性  |  在UV胶印油墨具有出色的水墨平衡  |  对塑料具有良好的附着力  |  ,应用于辐射固化的颜料浆，UV胶印、UV凸版印刷和UV丝网印刷的油墨。,CN,,无,,1.5,,,45~ 70,,,,,,,,,,,25,,,,,,,,200kg,DE,"57327853,0,11",
1,default,EDR,30215796,Laromer? PO 9026,Laromer? PO 9026,Laromer? PO 9026,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,44,一款聚醚丙烯酸酯，其中含有约50%的纳米二氧化硅，可用于辐射固化涂料，应用于木材、木制品和塑料底材,96,含有纳米二氧化硅的聚醚丙烯酸酯，不含活性稀释剂,低粘度液体,"2,6",优异的耐刮擦性  |  不含活性稀释剂  |  高硬度,可与其他辐射固化的树脂搭配用在UV或电子束固化涂料，应用于木材、木制品和塑料底材,CN,,无,,1.5,,,0.6~ 1.5,,,,,,,,,,,,,,,,,,,250kg,DE,"54983405,0,11",
1,default,EDR,30332823,Laromer? PR 9052,Laromer? PR 9052,Laromer? PR 9052,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,44,可用于辐射固化的腻子、底漆和面漆，应用于木材、木制品和塑料底材。,96,溶解在TMPTA中的特殊丙烯酸酯,中高粘度液体,"2,6","符合地板S 42, S 33标准的耐磨性  |  高硬度  |  杰出的耐刮擦性",可用于辐射固化的腻子、底漆和面漆，应用于木材、木制品和塑料底材,CN,,TMPTA[60%],,6,,,4.8~ 8.0,,,,,,,,,,,,,,,,,,,1000kg  |  220kg  |  ,ES,"53051557,0,11",
1,default,EDR,30169160,Laromer? PR 9000,Laromer? PR 9000,Laromer? PR 9000,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,44,一款基于HDI型脲基甲酸酯的，异氰酸酯化的低粘度不饱和丙烯酸酯树脂，可用于耐光耐候的双重固化涂料,96,异氰酸酯化的脂肪族聚氨酯丙烯酸酯,低粘度液体,"2,6,10",双重固化原理（UV交联加异氰酸酯交联）  |  不含溶剂，100%固体分  |  在重油脂表面（热带木材）都有出色的附着力  |  通过异氰酸酯和羟基的交联反应提升固化  |  ,"可作单一树脂使用,既适用于多孔基材，也适用于附着力差的基材",CN,,无,,2 ， 2NCO,,,1~ 1.4,,,,,,,,,,,,,,,,,,,230kg,DE,"57904553,0,11",
1,default,EDR,30717743,Joncryl? U 5168 X,Joncryl? U 5168 X,Joncryl? U 5168 X,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,经济环保且不含“NMP”的水性脂肪族聚氨酯乳液,84,聚氨酯乳液,半透明乳液,10,生态环保  |  干燥速度快  |  优异的金属颜料定向效果  |  硬度发展建立快  |  杰出的耐水性  |  出色的附着力  |  ,主要推荐用于修补、大巴、保险杠和交通运输工具等涂料应用的色漆层#可用作颜料中的研磨树脂,CN,36,,,,,<700,,,,,,,,,7.8,<15,稳定,,,,,,,,,200kg,DE,"50611059,0,11",
1,default,EDR,30670555,Basonol? PU 1035 W,Basonol? PU 1035 W,Basonol? PU 1035 W,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,53,柔韧性优异的含羟基脂肪族聚氨酯乳液，适用于底漆体系,84,含羟基的水性聚氨酯乳液,半透明乳液,"6,10",在各种基材上具有出色的附着力（如：塑料，金属，电泳涂层）  |  适用于1K 烤漆体系，可与三聚氰胺氨基树脂或者封闭型异氰酸酯交联  |  适用于2K 聚氨酯体系，可与异氰酸酯固化剂交联  |  柔韧性优异  |  广泛的产品适用性，以及良好配方稳定性  |  水解稳定性好  |  ,适用于单组份烤漆和2KPU底漆或中涂体系，塑料和金属基材皆可,CN,~43,,,,,~35,,,,,,,,,6~ 8,<0,,~35,~1.1,,,,,,,220kg,ES,"50536129,0,11",
1,default,EDR,30488892,Joncryl? OH 8312,Joncryl? OH 8312,Joncryl? OH 8312,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,高性能含羟基的反应型乳液，适用于水性双组份聚氨酯体系，可用于家具，厨房浴室和一般工业涂料,82,含羟基的丙烯酸乳液,白色乳液,"6,10",可与异氰酸酯固化剂交联  |  活化期长，可长达6小时  |  配方时，成膜助剂用量需求低  |  优异的耐化学性（如氨，乙醇，酒精，红葡萄酒和咖啡）  |  良好的耐刮擦性  |  良好的硬度增长  |  良好的抗粘连性  |  在各类基材上附着力好  |  ,应用于厨房和浴室家具等高应用需要场合#适用于清漆配方，同样也适用于色漆配方体系，高光半光，户内和户外皆可使用，为工业涂料中的高品质面漆提供优异性能,CN,44,,,,,300,,,,,,,,,8,~48,,100,3,,,,,,,200kg,NL,"50242235,0,11",
1,default,EDR,30040234,Acronal? 4 F,Acronal? 4 F,Acronal? 4 F,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,51,一款液态的丙烯酸增塑剂产品，可用于一般工业涂料,75,聚丙烯酸丁脂,粘稠的液体,"6,10",优异的附着力  |  良好的柔韧性  |  耐光稳定性好  |  低挥发  |  ,户内/外一般工业金属涂料#户内/外建筑涂料#汽车OEM 或修补漆#聚氨酯弹性体和聚氨酯密封胶#,CN,≥ 98.5,,,,,,0.13 ~ 0.2,,,,,,,,,,,,,,,,,,,200kg,DE,"50534692,0,11",
1,default,EDR,30040210,Acronal? 700 L app.50%,Acronal? 700 L app.50%,Acronal? 700 L app.50%,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,51,一款丙烯酸树脂，50%固含溶于乙酸乙酯溶剂中，可作为一般工业涂料配方的增塑剂使用,75,丙烯酸丁酯与乙烯基异丁基醚的共聚物，50%溶于乙酸乙酯中,树脂溶液,"6,10",优异的附着力  |  良好的柔韧性  |  耐光稳定性好,户内/外一般工业金属涂料#户内/外建筑涂料#汽车OEM 或修补漆#聚氨酯弹性体和聚氨酯密封胶#,CN,49~ 50,,,,,,0.5 ~ 0.8,,,,,,,,,,,,,,,,,,,180kg,DE,"50074439,0,10",
1,default,EDR,30141269,Joncryl? 587,Joncryl? 587,Joncryl? 587,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,"一种羟基丙烯酸聚合物，固体形态,可用于溶剂型交联体系",74,羟基丙烯酸固体,透明的固体树脂,"6,10",溶剂选择范围广，可最大化配方灵活度  |  各项耐性佳  |  经济型，异氰酸酯需求量低  |  活化期长，快速表干  |  ,可适用于丝网印刷油墨和涂料体系#特别适合塑胶和一些难附着基材,CN,98,,,,,,,,,,,,,,,,,92,2.8,,,,,,,22.68kg,US,"54036826,0,11",
